idtbody2,lectura,claveU
377,"{""head"": {""X"": 0.0622037835, ""Y"": 0.23220031, ""Z"": 1.01508439}, ""neck"": {""X"": 0.06492513, ""Y"": 0.102108963, ""Z"": 1.0439316}, ""hipLeft"": {""X"": -0.0255245026, ""Y"": -0.3461903, ""Z"": 1.05784762}, ""footLeft"": {""X"": 0.00783771649, ""Y"": -0.3497122, ""Z"": 0.9595583}, ""handLeft"": {""X"": -0.07111472, ""Y"": -0.422125936, ""Z"": 0.933525264}, ""hipRight"": {""X"": 0.11415796, ""Y"": -0.348338574, ""Z"": 1.02415287}, ""kneeLeft"": {""X"": -0.208528861, ""Y"": -0.564280152, ""Z"": 1.16599536}, ""spineMid"": {""X"": 0.055179555, ""Y"": -0.122375518, ""Z"": 1.06756639}, ""ankleLeft"": {""X"": -0.0323965475, ""Y"": -0.437670439, ""Z"": 0.960702}, ""elbowLeft"": {""X"": -0.09227441, ""Y"": -0.170990139, ""Z"": 0.9727104}, ""footRight"": {""X"": 0.70368433, ""Y"": -0.488151819, ""Z"": 0.9336857}, ""handRight"": {""X"": 0.424142361, ""Y"": -0.06526454, ""Z"": 0.708570659}, ""kneeRight"": {""X"": 0.347310662, ""Y"": -0.5427421, ""Z"": 1.08323276}, ""spineBase"": {""X"": 0.0454392247, ""Y"": -0.356174052, ""Z"": 1.06768465}, ""thumbLeft"": {""X"": -0.1112825, ""Y"": -0.375834465, ""Z"": 0.8882416}, ""wristLeft"": {""X"": -0.104259677, ""Y"": -0.3592487, ""Z"": 0.9216725}, ""ankleRight"": {""X"": 0.7396199, ""Y"": -0.57533133, ""Z"": 1.04570687}, ""elbowRight"": {""X"": 0.2506561, ""Y"": -0.173101589, ""Z"": 0.886596}, ""thumbRight"": {""X"": 0.403347939, ""Y"": -0.0641070455, ""Z"": 0.6417858}, ""wristRight"": {""X"": 0.2939109, ""Y"": -0.296733677, ""Z"": 0.7362149}, ""handTipLeft"": {""X"": -0.06917968, ""Y"": -0.4234158, ""Z"": 0.9268385}, ""handTipRight"": {""X"": 0.474748075, ""Y"": -0.0179376211, ""Z"": 0.71808213}, ""shoulderLeft"": {""X"": -0.0844142362, ""Y"": 0.0355814137, ""Z"": 1.10697651}, ""shoulderRight"": {""X"": 0.188655868, ""Y"": -0.00560388, ""Z"": 0.9800175}, ""spineShoulder"": {""X"": 0.06270929, ""Y"": 0.04731044, ""Z"": 1.05344319}}",9561284FD8A149178DC87867F7D97181
378,"{""head"": {""X"": 0.06595242, ""Y"": 0.231555924, ""Z"": 1.00052524}, ""neck"": {""X"": 0.06799106, ""Y"": 0.102506757, ""Z"": 1.02407193}, ""hipLeft"": {""X"": -0.0205435082, ""Y"": -0.3435299, ""Z"": 1.0603081}, ""footLeft"": {""X"": -0.07228759, ""Y"": -0.396638662, ""Z"": 0.821225}, ""handLeft"": {""X"": -0.0631370246, ""Y"": -0.405092, ""Z"": 0.9548621}, ""hipRight"": {""X"": 0.116121493, ""Y"": -0.348236382, ""Z"": 1.026124}, ""kneeLeft"": {""X"": -0.211792961, ""Y"": -0.561216, ""Z"": 1.15879893}, ""spineMid"": {""X"": 0.0585202351, ""Y"": -0.121692166, ""Z"": 1.06124151}, ""ankleLeft"": {""X"": -0.0530135371, ""Y"": -0.423919648, ""Z"": 0.9480516}, ""elbowLeft"": {""X"": -0.09423097, ""Y"": -0.1562138, ""Z"": 0.970117}, ""footRight"": {""X"": 0.549285054, ""Y"": -0.511044145, ""Z"": 0.942193568}, ""handRight"": {""X"": 0.421025932, ""Y"": -0.0570268147, ""Z"": 0.7307163}, ""kneeRight"": {""X"": 0.309643537, ""Y"": -0.191468239, ""Z"": 0.781211138}, ""spineBase"": {""X"": 0.0487121232, ""Y"": -0.35499078, ""Z"": 1.0699017}, ""thumbLeft"": {""X"": -0.0504888631, ""Y"": -0.4088491, ""Z"": 0.89625}, ""wristLeft"": {""X"": -0.107614338, ""Y"": -0.3423993, ""Z"": 0.910275936}, ""ankleRight"": {""X"": 0.560720742, ""Y"": -0.433915257, ""Z"": 0.9447365}, ""elbowRight"": {""X"": 0.250058949, ""Y"": -0.1725659, ""Z"": 0.881808937}, ""thumbRight"": {""X"": 0.391995758, ""Y"": -0.0337262377, ""Z"": 0.6803333}, ""wristRight"": {""X"": 0.379059643, ""Y"": -0.05472581, ""Z"": 0.7853339}, ""handTipLeft"": {""X"": -0.07904725, ""Y"": -0.423195541, ""Z"": 0.934012234}, ""handTipRight"": {""X"": 0.415241331, ""Y"": -0.047279343, ""Z"": 0.6908046}, ""shoulderLeft"": {""X"": -0.0793487653, ""Y"": 0.0429477766, ""Z"": 1.092502}, ""shoulderRight"": {""X"": 0.18808645, ""Y"": -0.00302681839, ""Z"": 0.971133649}, ""spineShoulder"": {""X"": 0.0661714748, ""Y"": 0.0478333533, ""Z"": 1.035988}}",9561284FD8A149178DC87867F7D97181
379,"{""head"": {""X"": 0.06913115, ""Y"": 0.230195165, ""Z"": 0.9848163}, ""neck"": {""X"": 0.06863803, ""Y"": 0.102272995, ""Z"": 1.01186919}, ""hipLeft"": {""X"": -0.0153805977, ""Y"": -0.339632332, ""Z"": 1.038207}, ""footLeft"": {""X"": -0.0811463147, ""Y"": -0.445631534, ""Z"": 0.987392}, ""handLeft"": {""X"": -0.07509498, ""Y"": -0.413756, ""Z"": 0.918128669}, ""hipRight"": {""X"": 0.121624254, ""Y"": -0.346344, ""Z"": 1.0031426}, ""kneeLeft"": {""X"": -0.19834426, ""Y"": -0.5484617, ""Z"": 1.16038787}, ""spineMid"": {""X"": 0.0623571575, ""Y"": -0.120468043, ""Z"": 1.03456354}, ""ankleLeft"": {""X"": -0.0438745953, ""Y"": -0.39711234, ""Z"": 0.9577255}, ""elbowLeft"": {""X"": -0.0948657542, ""Y"": -0.154907569, ""Z"": 0.9671769}, ""footRight"": {""X"": 0.539678454, ""Y"": -0.499996543, ""Z"": 0.9458075}, ""handRight"": {""X"": 0.420667142, ""Y"": -0.0553699061, ""Z"": 0.729393065}, ""kneeRight"": {""X"": 0.32222417, ""Y"": -0.1817744, ""Z"": 0.7695762}, ""spineBase"": {""X"": 0.05437042, ""Y"": -0.3520482, ""Z"": 1.04744732}, ""thumbLeft"": {""X"": -0.06414318, ""Y"": -0.4040309, ""Z"": 0.892}, ""wristLeft"": {""X"": -0.10947708, ""Y"": -0.341317624, ""Z"": 0.908479154}, ""ankleRight"": {""X"": 0.5678819, ""Y"": -0.432950348, ""Z"": 0.925082862}, ""elbowRight"": {""X"": 0.2504715, ""Y"": -0.171799362, ""Z"": 0.8721054}, ""thumbRight"": {""X"": 0.391507238, ""Y"": -0.0347432569, ""Z"": 0.6755364}, ""wristRight"": {""X"": 0.3818411, ""Y"": -0.051941745, ""Z"": 0.7815527}, ""handTipLeft"": {""X"": -0.10662026, ""Y"": -0.41724965, ""Z"": 0.924327731}, ""handTipRight"": {""X"": 0.426097482, ""Y"": -0.05300682, ""Z"": 0.6914085}, ""shoulderLeft"": {""X"": -0.0763416141, ""Y"": 0.0466144346, ""Z"": 1.080086}, ""shoulderRight"": {""X"": 0.187353671, ""Y"": -0.00196777866, ""Z"": 0.9600071}, ""spineShoulder"": {""X"": 0.06725518, ""Y"": 0.0478363521, ""Z"": 1.02006221}}",9561284FD8A149178DC87867F7D97181
380,"{""head"": {""X"": 0.07104166, ""Y"": 0.228748143, ""Z"": 0.9711058}, ""neck"": {""X"": 0.06765593, ""Y"": 0.100487821, ""Z"": 1.00488257}, ""hipLeft"": {""X"": -0.0207918547, ""Y"": -0.339235127, ""Z"": 1.022596}, ""footLeft"": {""X"": 0.005705446, ""Y"": -0.399044126, ""Z"": 0.883001}, ""handLeft"": {""X"": -0.07281631, ""Y"": -0.409695178, ""Z"": 0.9081524}, ""hipRight"": {""X"": 0.11967878, ""Y"": -0.345174581, ""Z"": 0.9859841}, ""kneeLeft"": {""X"": -0.202602148, ""Y"": -0.553557158, ""Z"": 1.13804984}, ""spineMid"": {""X"": 0.0602740943, ""Y"": -0.121253423, ""Z"": 1.02515936}, ""ankleLeft"": {""X"": -0.0666703656, ""Y"": -0.3710841, ""Z"": 0.9481059}, ""elbowLeft"": {""X"": -0.09543658, ""Y"": -0.158060357, ""Z"": 0.9572466}, ""footRight"": {""X"": 0.50176084, ""Y"": -0.438137978, ""Z"": 0.921848059}, ""handRight"": {""X"": 0.420310378, ""Y"": -0.053574264, ""Z"": 0.7246272}, ""kneeRight"": {""X"": 0.3395345, ""Y"": -0.226574719, ""Z"": 0.742315233}, ""spineBase"": {""X"": 0.0506580025, ""Y"": -0.3513496, ""Z"": 1.03113556}, ""thumbLeft"": {""X"": -0.0561246425, ""Y"": -0.3996826, ""Z"": 0.8801667}, ""wristLeft"": {""X"": -0.111084908, ""Y"": -0.346530557, ""Z"": 0.907764137}, ""ankleRight"": {""X"": 0.5989707, ""Y"": -0.45192486, ""Z"": 0.910722554}, ""elbowRight"": {""X"": 0.2500918, ""Y"": -0.166485623, ""Z"": 0.8589714}, ""thumbRight"": {""X"": 0.4135195, ""Y"": -0.0345476232, ""Z"": 0.74325}, ""wristRight"": {""X"": 0.387225837, ""Y"": -0.04933774, ""Z"": 0.776497245}, ""handTipLeft"": {""X"": -0.0702366456, ""Y"": -0.408982843, ""Z"": 0.8921305}, ""handTipRight"": {""X"": 0.443591177, ""Y"": -0.008034882, ""Z"": 0.690658}, ""shoulderLeft"": {""X"": -0.07738627, ""Y"": 0.0447304733, ""Z"": 1.08048713}, ""shoulderRight"": {""X"": 0.187558979, ""Y"": -0.00273654517, ""Z"": 0.9595224}, ""spineShoulder"": {""X"": 0.0659957, ""Y"": 0.0462688431, ""Z"": 1.0121609}}",9561284FD8A149178DC87867F7D97181
381,"{""head"": {""X"": 0.0734386742, ""Y"": 0.226516247, ""Z"": 0.956222832}, ""neck"": {""X"": 0.0669038445, ""Y"": 0.09787697, ""Z"": 0.993496}, ""hipLeft"": {""X"": -0.0223823152, ""Y"": -0.338470757, ""Z"": 1.01508093}, ""footLeft"": {""X"": -0.0153555647, ""Y"": -0.391783983, ""Z"": 0.8889271}, ""handLeft"": {""X"": -0.07790774, ""Y"": -0.408495784, ""Z"": 0.906524241}, ""hipRight"": {""X"": 0.120266758, ""Y"": -0.346167743, ""Z"": 0.9786867}, ""kneeLeft"": {""X"": -0.2044226, ""Y"": -0.554727435, ""Z"": 1.12731886}, ""spineMid"": {""X"": 0.05944171, ""Y"": -0.122475974, ""Z"": 1.01561427}, ""ankleLeft"": {""X"": -0.06941602, ""Y"": -0.347452343, ""Z"": 0.963566542}, ""elbowLeft"": {""X"": -0.09451762, ""Y"": -0.157501087, ""Z"": 0.951223969}, ""footRight"": {""X"": 0.499267578, ""Y"": -0.3930664, ""Z"": 0.8803711}, ""handRight"": {""X"": 0.427616984, ""Y"": -0.05394687, ""Z"": 0.7402361}, ""kneeRight"": {""X"": 0.3435794, ""Y"": -0.224235684, ""Z"": 0.740031838}, ""spineBase"": {""X"": 0.05018764, ""Y"": -0.351524144, ""Z"": 1.023749}, ""thumbLeft"": {""X"": -0.05760373, ""Y"": -0.395466745, ""Z"": 0.866428554}, ""wristLeft"": {""X"": -0.112313271, ""Y"": -0.3470663, ""Z"": 0.9084851}, ""ankleRight"": {""X"": 0.6028926, ""Y"": -0.450501144, ""Z"": 0.9074255}, ""elbowRight"": {""X"": 0.254481256, ""Y"": -0.1812383, ""Z"": 0.846438646}, ""thumbRight"": {""X"": 0.40331915, ""Y"": -0.059484873, ""Z"": 0.6666667}, ""wristRight"": {""X"": 0.388657421, ""Y"": -0.0492275879, ""Z"": 0.7753883}, ""handTipLeft"": {""X"": -0.111880533, ""Y"": -0.42066437, ""Z"": 0.9263134}, ""handTipRight"": {""X"": 0.472200781, ""Y"": -0.006512292, ""Z"": 0.735158}, ""shoulderLeft"": {""X"": -0.076902546, ""Y"": 0.0404413454, ""Z"": 1.05203867}, ""shoulderRight"": {""X"": 0.1886522, ""Y"": -0.00995484, ""Z"": 0.928668261}, ""spineShoulder"": {""X"": 0.06521621, ""Y"": 0.044065278, ""Z"": 1.00111461}}",9561284FD8A149178DC87867F7D97181
382,"{""head"": {""X"": 0.07571537, ""Y"": 0.225026429, ""Z"": 0.945008457}, ""neck"": {""X"": 0.0667609647, ""Y"": 0.0968078151, ""Z"": 0.983819842}, ""hipLeft"": {""X"": -0.0239725951, ""Y"": -0.336958557, ""Z"": 1.0079149}, ""footLeft"": {""X"": -0.0200617574, ""Y"": -0.384916961, ""Z"": 0.889424443}, ""handLeft"": {""X"": -0.07937684, ""Y"": -0.402808815, ""Z"": 0.895823}, ""hipRight"": {""X"": 0.119484074, ""Y"": -0.346286774, ""Z"": 0.9715995}, ""kneeLeft"": {""X"": -0.198228523, ""Y"": -0.5522304, ""Z"": 1.13023937}, ""spineMid"": {""X"": 0.05862037, ""Y"": -0.122634768, ""Z"": 1.00712454}, ""ankleLeft"": {""X"": -0.0730398, ""Y"": -0.340340346, ""Z"": 0.9652899}, ""elbowLeft"": {""X"": -0.09602094, ""Y"": -0.15757142, ""Z"": 0.946727157}, ""footRight"": {""X"": 0.4980041, ""Y"": -0.382864922, ""Z"": 0.805068254}, ""handRight"": {""X"": 0.4210237, ""Y"": -0.0565632172, ""Z"": 0.729040861}, ""kneeRight"": {""X"": 0.346195042, ""Y"": -0.223394811, ""Z"": 0.7368101}, ""spineBase"": {""X"": 0.04898472, ""Y"": -0.350868344, ""Z"": 1.01655579}, ""thumbLeft"": {""X"": -0.0556611046, ""Y"": -0.3929358, ""Z"": 0.8725496}, ""wristLeft"": {""X"": -0.11410886, ""Y"": -0.347311318, ""Z"": 0.9051767}, ""ankleRight"": {""X"": 0.5330758, ""Y"": -0.442812979, ""Z"": 0.935133}, ""elbowRight"": {""X"": 0.258259326, ""Y"": -0.179108158, ""Z"": 0.8354386}, ""thumbRight"": {""X"": 0.391054839, ""Y"": -0.03577403, ""Z"": 0.66575}, ""wristRight"": {""X"": 0.393799961, ""Y"": -0.0461746, ""Z"": 0.771615863}, ""handTipLeft"": {""X"": -0.08348009, ""Y"": -0.401483685, ""Z"": 0.8806621}, ""handTipRight"": {""X"": 0.4288319, ""Y"": -0.02262166, ""Z"": 0.718834162}, ""shoulderLeft"": {""X"": -0.07659221, ""Y"": 0.0403984636, ""Z"": 1.04493976}, ""shoulderRight"": {""X"": 0.189041942, ""Y"": -0.0114427088, ""Z"": 0.922867358}, ""spineShoulder"": {""X"": 0.06490204, ""Y"": 0.0432562679, ""Z"": 0.9917183}}",9561284FD8A149178DC87867F7D97181
383,"{""head"": {""X"": 0.07855694, ""Y"": 0.2229438, ""Z"": 0.9328974}, ""neck"": {""X"": 0.06681549, ""Y"": 0.09687449, ""Z"": 0.983627141}, ""hipLeft"": {""X"": -0.02405051, ""Y"": -0.335304052, ""Z"": 1.00011146}, ""footLeft"": {""X"": -0.0103495382, ""Y"": -0.388342083, ""Z"": 0.8750243}, ""handLeft"": {""X"": -0.08020935, ""Y"": -0.3965593, ""Z"": 0.8904083}, ""hipRight"": {""X"": 0.120193571, ""Y"": -0.345607758, ""Z"": 0.965466857}, ""kneeLeft"": {""X"": -0.194598675, ""Y"": -0.5521066, ""Z"": 1.12418878}, ""spineMid"": {""X"": 0.0587953925, ""Y"": -0.122170195, ""Z"": 1.00471008}, ""ankleLeft"": {""X"": -0.07349894, ""Y"": -0.349921674, ""Z"": 0.944887936}, ""elbowLeft"": {""X"": -0.09695461, ""Y"": -0.1562772, ""Z"": 0.9370522}, ""footRight"": {""X"": 0.5478782, ""Y"": -0.4859637, ""Z"": 0.9401871}, ""handRight"": {""X"": 0.421693027, ""Y"": -0.0532432832, ""Z"": 0.7246482}, ""kneeRight"": {""X"": 0.348909944, ""Y"": -0.222822815, ""Z"": 0.732644439}, ""spineBase"": {""X"": 0.0493474826, ""Y"": -0.34974575, ""Z"": 1.00956333}, ""thumbLeft"": {""X"": -0.0553936772, ""Y"": -0.389772415, ""Z"": 0.86875}, ""wristLeft"": {""X"": -0.114125893, ""Y"": -0.346970618, ""Z"": 0.9011332}, ""ankleRight"": {""X"": 0.607655466, ""Y"": -0.446664125, ""Z"": 0.902606666}, ""elbowRight"": {""X"": 0.259890646, ""Y"": -0.176014319, ""Z"": 0.8307818}, ""thumbRight"": {""X"": 0.415108144, ""Y"": -0.07305481, ""Z"": 0.6688182}, ""wristRight"": {""X"": 0.396848649, ""Y"": -0.0441350676, ""Z"": 0.7698728}, ""handTipLeft"": {""X"": -0.080906786, ""Y"": -0.3990897, ""Z"": 0.8810333}, ""handTipRight"": {""X"": 0.450206876, ""Y"": -0.008086312, ""Z"": 0.694635}, ""shoulderLeft"": {""X"": -0.07681716, ""Y"": 0.0401176251, ""Z"": 1.04599166}, ""shoulderRight"": {""X"": 0.189253673, ""Y"": -0.01160889, ""Z"": 0.9237781}, ""spineShoulder"": {""X"": 0.06498961, ""Y"": 0.04339491, ""Z"": 0.9912001}}",9561284FD8A149178DC87867F7D97181
384,"{""head"": {""X"": 0.08139658, ""Y"": 0.221128732, ""Z"": 0.922669768}, ""neck"": {""X"": 0.06632931, ""Y"": 0.09527819, ""Z"": 0.9659764}, ""hipLeft"": {""X"": -0.0233616568, ""Y"": -0.334609628, ""Z"": 0.995785236}, ""footLeft"": {""X"": -0.002660729, ""Y"": -0.3747816, ""Z"": 0.881765664}, ""handLeft"": {""X"": -0.07989903, ""Y"": -0.394911945, ""Z"": 0.8810481}, ""hipRight"": {""X"": 0.121865146, ""Y"": -0.346053749, ""Z"": 0.960600257}, ""kneeLeft"": {""X"": -0.196503729, ""Y"": -0.555309832, ""Z"": 1.11153448}, ""spineMid"": {""X"": 0.0594645776, ""Y"": -0.122708775, ""Z"": 0.993564665}, ""ankleLeft"": {""X"": -0.07380322, ""Y"": -0.342890233, ""Z"": 0.9463762}, ""elbowLeft"": {""X"": -0.09724219, ""Y"": -0.1543209, ""Z"": 0.933863044}, ""footRight"": {""X"": 0.5368257, ""Y"": -0.445752084, ""Z"": 0.7927986}, ""handRight"": {""X"": 0.426146358, ""Y"": -0.05137179, ""Z"": 0.7347359}, ""kneeRight"": {""X"": 0.349776477, ""Y"": -0.222756788, ""Z"": 0.7271509}, ""spineBase"": {""X"": 0.0505350046, ""Y"": -0.34962517, ""Z"": 1.00497055}, ""thumbLeft"": {""X"": -0.076134555, ""Y"": -0.3833846, ""Z"": 0.8422}, ""wristLeft"": {""X"": -0.113052823, ""Y"": -0.343833148, ""Z"": 0.889390945}, ""ankleRight"": {""X"": 0.5000937, ""Y"": -0.4375507, ""Z"": 0.9241351}, ""elbowRight"": {""X"": 0.263740778, ""Y"": -0.183796018, ""Z"": 0.8246837}, ""thumbRight"": {""X"": 0.406009853, ""Y"": -0.0594561957, ""Z"": 0.6630651}, ""wristRight"": {""X"": 0.398629338, ""Y"": -0.0439861827, ""Z"": 0.769897}, ""handTipLeft"": {""X"": -0.07946363, ""Y"": -0.396153778, ""Z"": 0.8750486}, ""handTipRight"": {""X"": 0.494217, ""Y"": -0.0108636292, ""Z"": 0.7556113}, ""shoulderLeft"": {""X"": -0.07390224, ""Y"": 0.03866627, ""Z"": 1.02094984}, ""shoulderRight"": {""X"": 0.190750092, ""Y"": -0.01577552, ""Z"": 0.9075522}, ""spineShoulder"": {""X"": 0.06484409, ""Y"": 0.04211684, ""Z"": 0.9750434}}",9561284FD8A149178DC87867F7D97181
385,"{""head"": {""X"": 0.08435388, ""Y"": 0.219084159, ""Z"": 0.912539959}, ""neck"": {""X"": 0.06657895, ""Y"": 0.0953865349, ""Z"": 0.966755033}, ""hipLeft"": {""X"": -0.0205230135, ""Y"": -0.3336056, ""Z"": 0.989453733}, ""footLeft"": {""X"": 0.00360007258, ""Y"": -0.369561642, ""Z"": 0.8695469}, ""handLeft"": {""X"": -0.08296958, ""Y"": -0.3787246, ""Z"": 0.876665831}, ""hipRight"": {""X"": 0.124844946, ""Y"": -0.345339835, ""Z"": 0.955027044}, ""kneeLeft"": {""X"": -0.19205986, ""Y"": -0.5547197, ""Z"": 1.10645866}, ""spineMid"": {""X"": 0.0601985, ""Y"": -0.122458927, ""Z"": 0.9925493}, ""ankleLeft"": {""X"": -0.07947805, ""Y"": -0.343726724, ""Z"": 0.9335553}, ""elbowLeft"": {""X"": -0.0977609456, ""Y"": -0.152932122, ""Z"": 0.9321785}, ""footRight"": {""X"": 0.522960246, ""Y"": -0.445434839, ""Z"": 0.7903648}, ""handRight"": {""X"": 0.422458082, ""Y"": -0.0522794239, ""Z"": 0.730832636}, ""kneeRight"": {""X"": 0.351079553, ""Y"": -0.221429318, ""Z"": 0.7201102}, ""spineBase"": {""X"": 0.0535490066, ""Y"": -0.348791957, ""Z"": 0.998966}, ""thumbLeft"": {""X"": -0.0583850071, ""Y"": -0.370436281, ""Z"": 0.8325}, ""wristLeft"": {""X"": -0.111793831, ""Y"": -0.341804177, ""Z"": 0.8834869}, ""ankleRight"": {""X"": 0.518000543, ""Y"": -0.4967505, ""Z"": 0.925000966}, ""elbowRight"": {""X"": 0.2634642, ""Y"": -0.181954175, ""Z"": 0.8199759}, ""thumbRight"": {""X"": 0.4085052, ""Y"": -0.06304585, ""Z"": 0.667300463}, ""wristRight"": {""X"": 0.3999955, ""Y"": -0.04301114, ""Z"": 0.7690521}, ""handTipLeft"": {""X"": -0.08094751, ""Y"": -0.392862916, ""Z"": 0.867440164}, ""handTipRight"": {""X"": 0.4607296, ""Y"": -0.008240175, ""Z"": 0.707623243}, ""shoulderLeft"": {""X"": -0.07398676, ""Y"": 0.03863135, ""Z"": 1.02168417}, ""shoulderRight"": {""X"": 0.190864667, ""Y"": -0.0158377253, ""Z"": 0.907597}, ""spineShoulder"": {""X"": 0.06504212, ""Y"": 0.0421973765, ""Z"": 0.9752609}}",9561284FD8A149178DC87867F7D97181
386,"{""head"": {""X"": 0.0870814845, ""Y"": 0.217377618, ""Z"": 0.9035695}, ""neck"": {""X"": 0.06816313, ""Y"": 0.09192631, ""Z"": 0.9496876}, ""hipLeft"": {""X"": -0.01817014, ""Y"": -0.332373381, ""Z"": 0.9854857}, ""footLeft"": {""X"": 0.01657626, ""Y"": -0.370397627, ""Z"": 0.8606073}, ""handLeft"": {""X"": -0.08138083, ""Y"": -0.370858133, ""Z"": 0.8670501}, ""hipRight"": {""X"": 0.128333151, ""Y"": -0.345488727, ""Z"": 0.950801432}, ""kneeLeft"": {""X"": -0.1899949, ""Y"": -0.5559836, ""Z"": 1.0985558}, ""spineMid"": {""X"": 0.06340013, ""Y"": -0.123519078, ""Z"": 0.980848}, ""ankleLeft"": {""X"": -0.06600358, ""Y"": -0.358593225, ""Z"": 0.9176724}, ""elbowLeft"": {""X"": -0.09797323, ""Y"": -0.1497736, ""Z"": 0.9229081}, ""footRight"": {""X"": 0.5333159, ""Y"": -0.452895582, ""Z"": 0.791042268}, ""handRight"": {""X"": 0.4226175, ""Y"": -0.050868772, ""Z"": 0.7229077}, ""kneeRight"": {""X"": 0.351482242, ""Y"": -0.219315559, ""Z"": 0.71393013}, ""spineBase"": {""X"": 0.0565071627, ""Y"": -0.348254919, ""Z"": 0.994896352}, ""thumbLeft"": {""X"": -0.10224279, ""Y"": -0.371518016, ""Z"": 0.828}, ""wristLeft"": {""X"": -0.108877957, ""Y"": -0.3395801, ""Z"": 0.877614141}, ""ankleRight"": {""X"": 0.5216589, ""Y"": -0.4967905, ""Z"": 0.9267886}, ""elbowRight"": {""X"": 0.265759468, ""Y"": -0.188488558, ""Z"": 0.8131006}, ""thumbRight"": {""X"": 0.403079271, ""Y"": -0.05520068, ""Z"": 0.662428558}, ""wristRight"": {""X"": 0.400686443, ""Y"": -0.0426201448, ""Z"": 0.7685189}, ""handTipLeft"": {""X"": -0.0794652849, ""Y"": -0.390348226, ""Z"": 0.854994357}, ""handTipRight"": {""X"": 0.467188269, ""Y"": -0.00862124749, ""Z"": 0.717608333}, ""shoulderLeft"": {""X"": -0.07129042, ""Y"": 0.0377607681, ""Z"": 1.00464869}, ""shoulderRight"": {""X"": 0.192745522, ""Y"": -0.01964083, ""Z"": 0.8939682}, ""spineShoulder"": {""X"": 0.06716356, ""Y"": 0.039437104, ""Z"": 0.959675431}}",9561284FD8A149178DC87867F7D97181
387,"{""head"": {""X"": 0.08952005, ""Y"": 0.215686053, ""Z"": 0.8962387}, ""neck"": {""X"": 0.0684436, ""Y"": 0.09061625, ""Z"": 0.942612767}, ""hipLeft"": {""X"": -0.0169411767, ""Y"": -0.331141233, ""Z"": 0.980662763}, ""footLeft"": {""X"": -0.4554389, ""Y"": -0.867106736, ""Z"": 1.1819191}, ""handLeft"": {""X"": -0.08102478, ""Y"": -0.364142865, ""Z"": 0.8654452}, ""hipRight"": {""X"": 0.12950471, ""Y"": -0.3450328, ""Z"": 0.9479093}, ""kneeLeft"": {""X"": -0.186044067, ""Y"": -0.5557248, ""Z"": 1.0953}, ""spineMid"": {""X"": 0.06416179, ""Y"": -0.123824447, ""Z"": 0.974490941}, ""ankleLeft"": {""X"": -0.3867692, ""Y"": -0.8323354, ""Z"": 1.26286948}, ""elbowLeft"": {""X"": -0.09708953, ""Y"": -0.146743074, ""Z"": 0.9161417}, ""footRight"": {""X"": 0.52926, ""Y"": -0.4497224, ""Z"": 0.7917664}, ""handRight"": {""X"": 0.42813617, ""Y"": -0.0449508578, ""Z"": 0.729647458}, ""kneeRight"": {""X"": 0.351276457, ""Y"": -0.220331669, ""Z"": 0.708825469}, ""spineBase"": {""X"": 0.0577790067, ""Y"": -0.347460449, ""Z"": 0.991066933}, ""thumbLeft"": {""X"": -0.0587369874, ""Y"": -0.376631618, ""Z"": 0.8238889}, ""wristLeft"": {""X"": -0.107312918, ""Y"": -0.337463677, ""Z"": 0.8756735}, ""ankleRight"": {""X"": 0.5227578, ""Y"": -0.497297585, ""Z"": 0.927363157}, ""elbowRight"": {""X"": 0.2662981, ""Y"": -0.19081749, ""Z"": 0.806742847}, ""thumbRight"": {""X"": 0.4028297, ""Y"": -0.05948305, ""Z"": 0.6642195}, ""wristRight"": {""X"": 0.4006852, ""Y"": -0.04071512, ""Z"": 0.7686147}, ""handTipLeft"": {""X"": -0.08235287, ""Y"": -0.3915753, ""Z"": 0.8634134}, ""handTipRight"": {""X"": 0.4868237, ""Y"": -0.0106150629, ""Z"": 0.73758775}, ""shoulderLeft"": {""X"": -0.0704114661, ""Y"": 0.0375225954, ""Z"": 0.998909235}, ""shoulderRight"": {""X"": 0.1940813, ""Y"": -0.0213510171, ""Z"": 0.8869706}, ""spineShoulder"": {""X"": 0.0675689653, ""Y"": 0.03835898, ""Z"": 0.952691853}}",9561284FD8A149178DC87867F7D97181
